track_id,track_name,artists,track_genre,danceability,energy,valence,tempo,acousticness,popularity
sp_53,Rein Me In (w/ Olivia Dean),Sam Fender,Rock,0.08220795903374047,0.006844850065189048,0.28643216080402006,0.04452640454946476,0.9931551499348109,8.220795903374043
sp_54,Creep,Radiohead,Rock,0.08132073894076931,0.2737940026075619,0.2914572864321608,0.1775573707741656,0.7262059973924381,8.132073894076932
sp_55,Opalite,Taylor Swift,Pop,0.07942549002668405,0.054758800521512385,0.2964824120603015,0.06709214527409821,0.9452411994784876,7.942549002668404
sp_56,FEVER DREAM,Alex Warren,Offizielle Charts,0.07939583336846177,0.006844850065189048,0.3015075376884422,0.04312034171682541,0.9931551499348109,7.939583336846177
sp_57,dopamina (w/ Tito Double P),Peso Pluma,Regional Mexicano,0.07547936913245747,0.027379400260756193,0.3065326633165829,0.05142938469660683,0.9726205997392439,7.547936913245746
sp_58,E85,Don Toliver,Billboard Hot 100,0.07505594346706966,0.015971316818774447,0.3115577889447236,0.045513630142922055,0.9840286831812256,7.505594346706964
sp_59,That's What I Like,Bruno Mars,Pop,0.07147413329408207,0.40808344198174706,0.32160804020100503,0.23977878763791458,0.5919165580182529,7.147413329408206
sp_60,Dracula,Tame Impala,Dance-Pop,0.07088774478769354,0.04432855280312907,0.3266331658291457,0.057608148795411304,0.9556714471968709,7.088774478769352
sp_61,Dreams - 2004 Remaster,Fleetwood Mac,Rock,0.0697039581124995,0.32659713168187743,0.3316582914572864,0.19815054489718847,0.6734028683181226,6.970395811249951
sp_62,Gabriela,KATSEYE,Girl Group,0.06528719894648442,0.08898305084745763,0.3366834170854271,0.07713512489697102,0.9110169491525424,6.5287198946484395
sp_63,Yellow,Coldplay,Alternative Rock,0.06317056655028495,0.6215775749674054,0.3417085427135678,0.3423740707588452,0.3784224250325946,6.317056655028495
sp_64,Locked out of Heaven,Bruno Mars,Pop,0.063006810220101,0.5039113428943937,0.34673366834170855,0.28345907655724734,0.49608865710560635,6.3006810220100995
sp_65,I Wanna Be Yours,Arctic Monkeys,Indie Rock,0.0628479140111642,0.4406779661016949,0.3517587939698492,0.2517629400564296,0.5593220338983051,6.2847914011164185
sp_66,Who,Jimin,Contemporary R&B,0.06104282530552062,0.19850065189048238,0.35678391959798994,0.1297717385980015,0.8014993481095176,6.104282530552062
sp_67,VOY A LLeVARTE PA PR,Bad Bunny,Reggaeton,0.05842768332997257,0.12157757496740547,0.36683417085427134,0.09000262914868902,0.8784224250325945,5.842768332997256
sp_68,daño (w/ Tito Double P),Peso Pluma,Regional Mexicano,0.058419351693548935,0.027379400260756193,0.37185929648241206,0.042899375977152564,0.9726205997392439,5.84193516935489
sp_69,Starboy (w/ Daft Punk),The Weeknd,R&B,0.05650317450225663,0.6822033898305084,0.37688442211055273,0.3693532821663825,0.31779661016949157,5.650317450225664
sp_70,Lose Control,Teddy Swims,Pop,0.054164662693203455,0.27835723598435463,0.38190954773869346,0.16626094933877905,0.7216427640156453,5.416466269320345
sp_71,Riptide,Vance Joy,Rock,0.054163571645576544,0.8422425032594524,0.3869346733668342,0.44820303745251444,0.15775749674054762,5.416357164557656
sp_72,WILDFLOWER,Billie Eilish,Alternative Pop,0.053403607380361914,0.2190352020860495,0.39195979899497485,0.1362194047332057,0.7809647979139505,5.340360738036193
sp_73,LA CANCIÓN (w/ Bad Bunny),J Balvin,Electronic,0.05124303552064248,0.3213820078226858,0.3969849246231156,0.18631252167166412,0.6786179921773142,5.124303552064248
sp_74,Qué Pasaría... (w/ Bad Bunny),Rauw Alejandro,Reggaeton,0.04784650507193326,0.13852672750977835,0.40703517587939697,0.09318661629085581,0.8614732724902217,4.7846505071933265
sp_75,Feel Good Inc,Gorillaz,Electronic,0.047398183683422426,0.14374185136897,0.4120603015075377,0.0955700175261962,0.85625814863103,4.739818368342242
sp_76,All The Stars (w/ SZA),Kendrick Lamar,Hip Hop,0.046996876529016476,0.3305084745762712,0.41708542713567837,0.18875267555264383,0.6694915254237288,4.699687652901645
sp_77,See You Again (w/ Kali Uchis),"Tyler, The Creator",Hip Hop,0.046662321652147634,0.3468057366362451,0.4221105527638191,0.19673402914419635,0.6531942633637549,4.666232165214762
sp_78,In the End,Linkin Park,Nu Metal,0.04521688191879174,0.32920469361147325,0.42713567839195976,0.1872107877651325,0.6707953063885268,4.521688191879175
sp_79,"One Of The Girls (w/ JENNIE, Lily-Rose Depp)",The Weeknd,R&B,0.04483184129264149,0.29139504563233376,0.4321608040201005,0.16811344346248763,0.7086049543676662,4.483184129264149
sp_80,Danza Kuduro (w/ Lucenzo),Don Omar,Reggaeton,0.04482450151769686,0.2607561929595828,0.4371859296482412,0.15279034723863982,0.7392438070404173,4.482450151769683
sp_81,Aperture,Harry Styles,Pop,0.044812202435357176,0.018252933507170794,0.4422110552763819,0.03153256797126398,0.9817470664928292,4.4812202435357165
sp_82,"La Plena - W Sound 05 (w/ Beéle, Ovy On The Drums)",W Sound,Falcom,0.044433013791933054,0.12614080834419816,0.4472361809045226,0.0852869110680656,0.8738591916558018,4.443301379193304
sp_83,"LA VILLA (w/ Kapo, Gangsta)",Ryan Castro,Rock,0.04394233991826864,0.02379400260756193,0.4522613065326633,0.03386817126291528,0.9762059973924381,4.394233991826862
sp_84,"Good Luck, Babe!",Chappell Roan,Pop,0.042578927129226576,0.23076923076923075,0.457286432160804,0.13667407894922867,0.7692307692307693,4.257892712922654
sp_85,Viva La Vida,Coldplay,Alternative Rock,0.041505038705906425,0.43252933507170793,0.4623115577889447,0.23701718688880719,0.5674706649282921,4.150503870590642
sp_86,As It Was,Harry Styles,Pop,0.041360425302267315,0.4559973924380704,0.4673366834170854,0.24867890887016886,0.5440026075619295,4.13604253022673
sp_87,We Are The People,Empire Of The Sun,Electronic,0.03990457102338184,0.07822685788787484,0.4723618090452261,0.05906571445562834,0.9217731421121251,3.9904571023381834
sp_88,The Less I Know The Better,Tame Impala,Psychedelic Rock,0.03987322820064525,0.16558018252933504,0.4773869346733668,0.10272670536499015,0.834419817470665,3.9873228200645237
sp_89,505,Arctic Monkeys,Indie Rock,0.039269581304522,0.5003259452411994,0.4824120603015075,0.2697977632728607,0.49967405475880056,3.926958130452201
sp_90,Seven (w/ Latto),Jung Kook,Pop,0.03858033676276053,0.31910039113428945,0.48743718592964824,0.17884036394852498,0.6808996088657105,3.858033676276051
sp_91,Marlboro Rojo,Fuerza Regida,Billboard Hot 100,0.036921250066826686,0.10267275097783572,0.4924623115577889,0.0697970005223312,0.8973272490221643,3.692125006682666
sp_92,Todo Lo Fue,Lenin Ramírez,Regional Mexicano,0.03689288282852708,0.018252933507170794,0.4974874371859296,0.027572908167848936,0.9817470664928292,3.689288282852708
sp_93,The Visitor,SIENNA SPIRO,Pop Soul,0.03635836867749058,0.0022816166883963497,0.5025125628140703,0.019319992682943463,0.9977183833116037,3.635836867749058
sp_94,Billie Jean,Michael Jackson,Pop,0.03563678945151351,0.11766623207301173,0.507537688442211,0.07665151076226262,0.8823337679269883,3.5636789451513486
sp_95,Si Antes Te Hubiera Conocido,KAROL G,Reggaeton,0.03463342237935073,0.189374185136897,0.5125628140703518,0.11200380375812385,0.810625814863103,3.4633422379350716
sp_96,Pvta Luna,Neton Vega,Regional Mexicano,0.03430977797875097,0.04074315514993481,0.5175879396984925,0.037526466564342886,0.9592568448500652,3.4309777978750944
sp_97,Ya Borracho,Herencia De Grandes,Regional Mexicano,0.03416704911192196,0.03911342894393742,0.5226130653266331,0.03664023902792969,0.9608865710560626,3.4167049111921948
sp_98,undressed,sombr,Indie Pop,0.03410396672185716,0.11603650586701433,0.5276381909547738,0.07507023629443574,0.8839634941329857,3.4103966721857137
sp_99,Shape of You,Ed Sheeran,Pop,0.03381870736049493,0.9168839634941329,0.5326633165829145,0.47535133542731395,0.08311603650586707,3.3818707360494926
sp_100,That’s So True,Gracie Abrams,Folk Pop,0.03317290635151392,0.16851368970013036,0.5376884422110553,0.10084329802582215,0.8314863102998696,3.3172906351513927
sp_101,Midnight Sun,Zara Larsson,Dance-Pop,0.03178003527654537,0.019882659713168188,0.542713567839196,0.025831347494856778,0.9801173402868318,3.1780035276545355
sp_102,When I Was Your Man,Bruno Mars,Pop,0.03145996157727003,0.4804432855280313,0.5477386934673367,0.25595162355265066,0.5195567144719687,3.1459961577270015
sp_103,Have You Ever Seen The Rain,Creedence Clearwater Revival,Swamp Rock,0.03130414013891815,0.15710560625814862,0.5527638190954773,0.09420487319853338,0.8428943937418514,3.130414013891814
sp_104,Sparks,Coldplay,Alternative Rock,0.031053199184729555,0.18252933507170793,0.5577889447236181,0.10679126712821874,0.8174706649282921,3.1053199184729543
sp_105,COQUETA (w/ Grupo Frontera),Fuerza Regida,Regional Mexicano,0.030881507962713564,0.1000651890482399,0.5628140703517588,0.06547334850547673,0.8999348109517601,3.0881507962713535
sp_106,Somewhere Only We Know,Keane,Alternative Rock,0.03020704215698926,0.3882007822685789,0.5678391959798995,0.2092039122127841,0.6117992177314211,3.0207042156989257
sp_107,Taste Back,Harry Styles,Rock,0.028667970700015158,0.0045632333767926985,0.5728643216080402,0.01661560203840393,0.9954367666232073,2.8667970700015157
sp_108,Zoo (w/ Shakira),Disney,Special Purpose Artist,0.027279761373997943,0.018252933507170794,0.5778894472361809,0.022766347440584367,0.9817470664928292,2.727976137399793
sp_109,Smells Like Teen Spirit - Remastered,Nirvana,Grunge,0.025960585606919537,0.23631029986962188,0.5829145728643216,0.1311354427382707,0.7636897001303782,2.5960585606919544
sp_110,Blinding Lights,The Weeknd,R&B,0.025458406140098658,0.749348109517601,0.5879396984924623,0.3874032578288498,0.250651890482399,2.5458406140098653
sp_111,7-3 (w/ Tito Double P),Peso Pluma,Regional Mexicano,0.02468743221246704,0.027379400260756193,0.592964824120603,0.026033416236611616,0.9726205997392439,2.4687432212467044
sp_112,Porch Light,Noah Kahan,Folk Pop,0.02368902444769931,0.0022816166883963497,0.5979899497487438,0.01298532056804783,0.9977183833116037,2.3689024447699296
sp_113,Just the Way You Are,Bruno Mars,Pop,0.02301326922205231,0.3895045632333768,0.6030150753768844,0.20625891622771456,0.6104954367666232,2.301326922205229
sp_114,Coming Up Roses,Harry Styles,Pop,0.02253598547835446,0.0045632333767926985,0.6080402010050251,0.01354960942757358,0.9954367666232073,2.2535985478354448
sp_115,Nice To Each Other,Olivia Dean,Pop,0.022240509943758494,0.06844850065189048,0.6130653266331658,0.04534450529782449,0.9315514993481095,2.2240509943758475
sp_116,Counting Stars,OneRepublic,Pop,0.022079431639567867,0.8125814863102998,0.6180904522613065,0.4173304589749338,0.1874185136897002,2.2079431639567844
sp_117,Fame is a Gun,Addison Rae,Pop,0.021138254282138766,0.038461538461538464,0.6231155778894473,0.029799896371838615,0.9615384615384616,2.113825428213877
sp_118,Only Girl (In The World),Rihanna,Pop,0.0204838240782904,0.04204693611473272,0.6281407035175879,0.03126538009651156,0.9579530638852672,2.04838240782904
sp_119,Bring Me To Life,Evanescence,Rock,0.020298445167864124,0.1104954367666232,0.6331658291457286,0.06539694096724366,0.8895045632333768,2.0298445167864116
sp_120,Don't Stop The Music,Rihanna,Pop,0.02017942179038336,0.03748370273794002,0.6381909547738693,0.02883156226416169,0.96251629726206,2.017942179038336
sp_121,Timeless (w/ Playboi Carti),The Weeknd,R&B,0.01987382926870153,0.1756844850065189,0.6432160804020101,0.0977791571376102,0.8243155149934811,1.9873829268701524
sp_122,Promiscuous (w/ Timbaland),Nelly Furtado,Pop,0.019713742825989908,0.05508474576271186,0.6482412060301508,0.03739924429435089,0.9449152542372882,1.9713742825989904
sp_123,"Give Me Everything (w/ Ne-Yo, AFROJACK, Nayer)",Pitbull,Dance-Pop,0.019614457491941392,0.16590612777053454,0.6532663316582914,0.09276029263123797,0.8340938722294655,1.9614457491941373
sp_124,"chiclona (w/ Tito Double P, LENCHO)",Peso Pluma,Regional Mexicano,0.019602555154193305,0.006192959582790091,0.6582914572864321,0.012897757368491698,0.9938070404172099,1.9602555154193286
sp_125,no tiene sentido,Beéle,Latin,0.01868379386618975,0.09289439374185136,0.6633165829145728,0.055789093804020556,0.9071056062581486,1.8683793866189742
sp_126,Kiss It Better,Rihanna,Pop,0.018644020220881616,0.04563233376792699,0.6683417085427136,0.0321381769944043,0.954367666232073,1.864402022088159
sp_127,Body,Don Toliver,Billboard Hot 100,0.018408552305765505,0.015971316818774447,0.6733668341708543,0.017189934562269978,0.9840286831812256,1.8408552305765493
sp_128,The Night We Met,Lord Huron,Indie Rock,0.01749732916500242,0.431877444589309,0.6834170854271356,0.2246873868771557,0.568122555410691,1.7497329165002409
sp_129,Sweet Child O' Mine,Guns N' Roses,Hard Rock,0.01746291157168088,0.14276401564537156,0.6884422110552764,0.08011346360852623,0.8572359843546284,1.7462911571680877
sp_130,Let Me Love You (w/ Justin Bieber),DJ Snake,Dance,0.01714521833995518,0.2630378096479791,0.6934673366834171,0.14009151399396716,0.7369621903520209,1.7145218339955157
sp_131,Numb,Linkin Park,Nu Metal,0.01577109344693982,0.22881355932203387,0.6984924623115578,0.12229232638448684,0.7711864406779662,1.577109344693982
sp_132,Africa,TOTO,Rock,0.015767423559467517,0.24478487614080832,0.7035175879396984,0.1302761498501379,0.7552151238591917,1.5767423559467488
sp_133,Who Knows,Daniel Caesar,Toronto,0.01567557718651151,0.038461538461538464,0.7085427135678392,0.027068557824024987,0.9615384615384616,1.5675577186511518
sp_134,The Man Who Can't Be Moved,The Script,Rock,0.015601782692473462,0.05052151238591916,0.7135678391959799,0.03306164753919631,0.9494784876140808,1.560178269247345
sp_135,A Couple Minutes,Olivia Dean,Pop,0.015506266432045154,0.03780964797913951,0.7185929648241206,0.02665795720559233,0.9621903520208605,1.550626643204513
sp_136,Everybody Wants To Rule The World,Tears For Fears,New Wave,0.01527684887195098,0.33409387222946546,0.7236180904522613,0.1746853605507082,0.6659061277705345,1.5276848871950968
sp_137,No One Noticed,The Marías,Rock,0.014946459813293997,0.16101694915254236,0.728643216080402,0.08798170448291817,0.8389830508474576,1.4946459813293966
sp_138,Without Me,Eminem,Hip Hop,0.014293616587812044,0.5329204693611472,0.7336683417085427,0.27360704297447963,0.46707953063885277,1.4293616587812021
sp_139,Hips Don't Lie (w/ Wyclef Jean),Shakira,Pop,0.013794313519280246,0.10951760104302477,0.7386934673366834,0.06165595728115251,0.8904823989569752,1.3794313519280248
sp_140,Me Rehúso,Danny Ocean,Soundtrack,0.013329130485626298,0.20045632333767924,0.7437185929648241,0.10689272691165277,0.7995436766623207,1.332913048562629
sp_141,"VeLDÁ (w/ Omar Courtz, Dei V)",Bad Bunny,Reggaeton,0.013327841065703575,0.12809647979139502,0.7487437185929648,0.0707121604285493,0.871903520208605,1.332784106570358
sp_142,Style,Taylor Swift,Pop,0.01183290744454528,0.11245110821382008,0.7587939698492462,0.06214200782918268,0.8875488917861799,1.183290744454526
sp_143,Payphone (w/ Wiz Khalifa),Maroon 5,Pop,0.011349176601233898,0.2314211212516297,0.7638190954773869,0.12138514892643179,0.7685788787483703,1.1349176601233886
sp_144,Please Please Please,Sabrina Carpenter,Pop,0.01043239903618838,0.16329856584093871,0.7688442211055276,0.08686548243856354,0.8367014341590613,1.0432399036188365
sp_145,TU SANCHO,Fuerza Regida,Billboard Hot 100,0.01036693617857394,0.09191655801825294,0.7738693467336684,0.05114174709841344,0.9080834419817471,1.0366936178573951
sp_146,Shut up My Moms Calling,Hotel Ugly,R&B,0.010206254618974939,0.25130378096479794,0.7788944723618091,0.13075501779188645,0.748696219035202,1.0206254618974917
sp_147,"Ready, Steady, Go!",Harry Styles,Pop,0.010139204782994113,0.0045632333767926985,0.7839195979899497,0.007351219079893405,0.9954367666232073,1.0139204782994096
sp_148,We Found Love (w/ Calvin Harris),Rihanna,Pop,0.009993797890171782,0.26760104302477183,0.7889447236180904,0.13879742045747182,0.7323989569752282,0.9993797890171763
sp_149,Sex on Fire,Kings of Leon,Alternative Rock,0.009782432208995537,0.019882659713168188,0.7939698492462312,0.014832545961081862,0.9801173402868318,0.978243220899552
sp_150,Wonderwall - Remastered,Oasis,Britpop,0.009397193210549479,0.28748370273794005,0.7989949748743719,0.14844044797424477,0.71251629726206,0.9397193210549482
sp_151,Too Sweet,Hozier,Pop,0.009142086438149052,0.20143415906127768,0.8040201005025126,0.10528812274971336,0.7985658409387223,0.9142086438149057
sp_152,"Can't Hold Us (w/ Macklemore, Ryan Lewis, Ray Dalton)",Macklemore & Ryan Lewis,Hip Hop,0.008973469986717983,0.3940677966101695,0.8140703517587939,0.20152063329844375,0.6059322033898304,0.8973469986717983
sp_153,DAISIES,Justin Bieber,Pop,0.008915545276344014,0.08148631029986962,0.8190954773869347,0.04520092778810682,0.9185136897001304,0.8915545276344012
sp_154,Sunflower - Spider-Man: Into the Spider-Verse (w/ Swae Lee),Post Malone,Pop,0.008874581397261064,0.7464146023468057,0.8241206030150754,0.37764459187203336,0.2535853976531943,0.887458139726105
sp_155,Take on Me - 2015 Remaster,a-ha,Pop,0.008715387629880542,0.003911342894393741,0.8341708542713567,0.0063133652621371415,0.9960886571056062,0.8715387629880542
sp_156,Can't Stop - 2014 Remaster,Red Hot Chili Peppers,Alternative Rock,0.008330545376026108,0.005867014341590613,0.8442211055276382,0.007098779858808361,0.9941329856584094,0.8330545376026084
sp_157,Poker Face,Lady Gaga,Pop,0.008301384648543311,0.12614080834419816,0.8492462311557789,0.06722109649637073,0.8738591916558018,0.8301384648543308
sp_158,Cruel Summer,Taylor Swift,Pop,0.007613925457444035,0.32985658409387225,0.8592964824120602,0.16873525477565815,0.6701434159061277,0.7613925457444033
sp_159,Boys Don't Cry,The Cure,New Wave,0.007140410787366422,0.016623207301173403,0.864321608040201,0.011881809044269913,0.9833767926988266,0.714041078736642
sp_160,luther,Kendrick Lamar,Hip Hop,0.006815774525287657,0.15677966101694912,0.8743718592964824,0.08179771777111838,0.8432203389830508,0.6815774525287654
sp_161,What You Saying,Lil Uzi Vert,Rap,0.006684749623910927,0.025423728813559324,0.8793969849246231,0.016054239218735125,0.9745762711864406,0.668474962391091
sp_162,S&M,Rihanna,Pop,0.006504032462435985,0.009126466753585399,0.8844221105527638,0.007815249608010692,0.9908735332464146,0.6504032462435969
sp_163,No Pole,Don Toliver,Billboard Hot 100,0.00622531938683521,0.14732724902216426,0.8894472361809045,0.07677628420449974,0.8526727509778358,0.6225319386835189
sp_164,Last Friday Night (T.G.I.F.),Katy Perry,Pop,0.0059499786402630594,0.031616688396349416,0.8944723618090452,0.018783333518306237,0.9683833116036505,0.5949978640263041
sp_165,Just Keep Watching (From F1® The Movie) (w/ F1 The Album),Tate McRae,Dolby Atmos,0.005279678652750586,0.08735332464146023,0.9045226130653267,0.04631650164710541,0.9126466753585398,0.5279678652750572
sp_166,Flashing Lights (w/ Dwele),Kanye West,Pop,0.004898903030960064,0.0788787483702738,0.9246231155778895,0.04188882570061693,0.9211212516297262,0.489890303096006
sp_167,Gangsta's Paradise (w/ L.V.),Coolio,Hip Hop,0.004771548017055663,0.25717079530638853,0.9346733668341708,0.1309711716617221,0.7428292046936115,0.4771548017055647
sp_168,nuts (w/ rainy bear),Lil Peep,Hip Hop,0.004507613677492084,0.0009778357235984355,0.9396984924623115,0.0027427247005452596,0.9990221642764016,0.45076136774920705
sp_169,Perfect,Ed Sheeran,Pop,0.00356395666636547,0.9999999999999999,0.949748743718593,0.5017819783331827,1.1102230246251565e-16,0.356395666636546
sp_170,Summertime Sadness,Lana Del Rey,Indie Pop,0.003529539073043958,0.35560625814863106,0.9547738693467337,0.1795678986108375,0.644393741851369,0.3529539073043946
